customer_id,age,recency_days,transaction_frequency,monetary_value_kes,preferred_channel,active_microloans
CUST-04229,38,49,6,19490.94,Mobile App,2
CUST-04230,35,22,3,18830.8,USSD / Mobile Money,3
CUST-04231,18,31,1,54944.13,USSD / Mobile Money,2
CUST-04232,51,18,17,9822.94,ATM,1
CUST-04233,27,21,23,43661.44,USSD / Mobile Money,3
CUST-04234,41,11,8,12305.66,Mobile App,0
CUST-04235,18,38,12,10595.41,Mobile App,4
CUST-04236,20,26,3,2945.38,Mobile App,2
CUST-04237,52,27,13,26628.39,Mobile App,0
CUST-04238,30,16,19,11531.77,Mobile App,2
CUST-04239,52,5,7,21118.59,Mobile App,1
CUST-04240,34,0,66,179056.11,Mobile App,3
CUST-04241,18,41,5,37741.0,Mobile App,2
CUST-04242,45,13,16,73326.4,Mobile App,1
CUST-04243,27,5,28,16755.88,Mobile App,3
CUST-04244,43,2,11,30940.55,Mobile App,1
CUST-04245,35,26,10,6456.33,USSD / Mobile Money,1
CUST-04246,18,27,2,6708.87,Mobile App,4
CUST-04247,36,25,47,133904.71,Mobile App,0
CUST-04248,61,15,10,8255.94,Mobile App,5
CUST-04249,40,6,20,52917.47,USSD / Mobile Money,4
CUST-04250,34,5,23,48677.91,USSD / Mobile Money,1
CUST-04251,47,0,6,43623.9,Mobile App,2
CUST-04252,37,26,9,5711.36,USSD / Mobile Money,2
CUST-04253,37,1,46,40815.1,USSD / Mobile Money,0
CUST-04254,21,14,3,7906.72,USSD / Mobile Money,0
CUST-04255,37,10,102,92470.82,Branch,1
CUST-04256,47,11,5,3176.88,Branch,2
CUST-04257,24,39,3,15568.34,Mobile App,0
CUST-04258,52,0,13,17879.43,Mobile App,4
CUST-04259,33,22,110,55409.45,USSD / Mobile Money,1
CUST-04260,24,0,1,2647.09,ATM,4
CUST-04261,46,0,10,5520.49,USSD / Mobile Money,1
CUST-04262,31,8,19,12225.66,Mobile App,0
CUST-04263,44,0,12,24468.57,Mobile App,1
CUST-04264,31,23,17,19362.25,USSD / Mobile Money,2
CUST-04265,34,11,5,12947.31,USSD / Mobile Money,0
CUST-04266,40,0,6,4703.39,USSD / Mobile Money,2
CUST-04267,38,0,10,48506.94,USSD / Mobile Money,1
CUST-04268,18,14,3,9377.54,Mobile App,1
CUST-04269,21,24,11,14023.27,Branch,1
CUST-04270,46,8,8,37209.77,Branch,3
CUST-04271,33,12,7,5331.67,USSD / Mobile Money,1
CUST-04272,28,24,16,19416.58,USSD / Mobile Money,2
CUST-04273,18,14,1,15793.66,USSD / Mobile Money,0
CUST-04274,22,3,9,8074.74,Mobile App,2
CUST-04275,18,14,123,83059.25,Mobile App,1
CUST-04276,33,14,4,18575.56,Mobile App,0
CUST-04277,27,19,44,28962.09,Branch,1
CUST-04278,23,14,12,12646.02,Mobile App,3
CUST-04279,34,52,6,20770.97,Mobile App,1
CUST-04280,39,3,3,27941.94,USSD / Mobile Money,1
CUST-04281,60,45,14,15904.84,Mobile App,1
CUST-04282,18,11,52,69489.91,Mobile App,1
CUST-04283,48,16,8,25759.13,USSD / Mobile Money,1
CUST-04284,46,1,11,6054.08,USSD / Mobile Money,2
CUST-04285,25,7,33,17485.01,USSD / Mobile Money,1
CUST-04286,37,22,17,56231.79,USSD / Mobile Money,1
CUST-04287,29,18,2,6596.18,USSD / Mobile Money,1
CUST-04288,37,0,13,16865.76,Mobile App,5
CUST-04289,53,11,55,72253.99,USSD / Mobile Money,2
CUST-04290,42,1,11,13525.53,Mobile App,1
CUST-04291,41,82,1,9068.96,Mobile App,2
CUST-04292,29,34,17,10701.53,Mobile App,2
CUST-04293,18,0,9,18614.98,Mobile App,3
CUST-04294,32,29,1,20031.2,Mobile App,2
CUST-04295,49,37,2,4405.6,Mobile App,0
CUST-04296,18,6,32,18032.39,USSD / Mobile Money,1
CUST-04297,22,19,5,418913.44,USSD / Mobile Money,0
CUST-04298,36,8,4,9048.97,Mobile App,3
CUST-04299,23,15,11,8405.79,ATM,1
CUST-04300,25,6,6,26385.69,USSD / Mobile Money,0
CUST-04301,29,5,13,14008.63,Branch,1
CUST-04302,18,8,9,6089.78,USSD / Mobile Money,1
CUST-04303,23,2,3,18223.67,Mobile App,2
CUST-04304,43,26,7,5753.68,ATM,1
CUST-04305,19,6,18,95222.55,Branch,3
CUST-04306,18,7,12,23013.41,USSD / Mobile Money,1
CUST-04307,27,33,11,10849.08,Mobile App,0
CUST-04308,43,10,84,51547.37,Mobile App,0
CUST-04309,32,11,25,43911.59,USSD / Mobile Money,2
CUST-04310,29,47,28,24710.09,Mobile App,2
CUST-04311,35,32,10,200470.39,USSD / Mobile Money,0
CUST-04312,18,2,15,52024.78,USSD / Mobile Money,1
CUST-04313,40,9,7,20338.3,Mobile App,3
CUST-04314,39,53,26,14987.28,USSD / Mobile Money,1
CUST-04315,30,6,10,11500.72,USSD / Mobile Money,1
CUST-04316,47,6,15,24119.18,Mobile App,0
CUST-04317,21,3,14,9358.33,USSD / Mobile Money,1
CUST-04318,48,1,11,61895.26,USSD / Mobile Money,2
CUST-04319,36,20,150,76879.51,USSD / Mobile Money,2
CUST-04320,30,22,6,6115.55,USSD / Mobile Money,1
CUST-04321,34,52,6,6486.14,Mobile App,4
CUST-04322,33,22,24,36729.12,Mobile App,1
CUST-04323,49,4,6,5422.6,ATM,0
CUST-04324,22,0,9,5044.59,USSD / Mobile Money,1
CUST-04325,25,63,4,43442.34,Mobile App,4
CUST-04326,47,6,19,13660.62,USSD / Mobile Money,3
CUST-04327,27,5,20,11631.47,USSD / Mobile Money,1
CUST-04328,45,35,8,6611.58,Mobile App,1
CUST-04329,55,13,24,118419.5,Branch,0
CUST-04330,30,3,1,3524.3,Mobile App,1
CUST-04331,43,32,6,9734.16,USSD / Mobile Money,3
CUST-04332,21,75,10,9144.85,USSD / Mobile Money,0
CUST-04333,44,1,3,2775.39,Mobile App,1
CUST-04334,37,29,2,3659.58,USSD / Mobile Money,2
CUST-04335,40,7,8,5150.94,USSD / Mobile Money,1
CUST-04336,27,11,24,45990.01,USSD / Mobile Money,0
CUST-04337,18,36,43,30926.86,Mobile App,0
CUST-04338,41,54,7,339214.59,Branch,1
CUST-04339,18,4,25,15297.93,Mobile App,0
CUST-04340,31,3,23,13734.36,USSD / Mobile Money,5
CUST-04341,46,1,41,101373.35,Branch,0
CUST-04342,37,12,8,43615.1,Mobile App,1
CUST-04343,58,0,2,15431.2,Mobile App,2
CUST-04344,47,7,13,8024.56,ATM,0
CUST-04345,27,1,4,113023.19,ATM,0
CUST-04346,35,7,5,9772.43,USSD / Mobile Money,4
CUST-04347,34,0,9,8747.08,USSD / Mobile Money,1
CUST-04348,18,27,8,49000.98,USSD / Mobile Money,3
CUST-04349,23,3,14,14836.58,Mobile App,1
CUST-04350,28,5,24,13410.21,Mobile App,2
CUST-04351,18,30,8,12608.06,Mobile App,2
CUST-04352,35,20,18,11509.85,Mobile App,2
CUST-04353,32,3,12,6088.76,USSD / Mobile Money,1
CUST-04354,18,1,31,17659.07,USSD / Mobile Money,1
CUST-04355,39,18,10,8671.65,USSD / Mobile Money,1
CUST-04356,43,7,11,6931.58,USSD / Mobile Money,3
CUST-04357,37,21,8,23203.92,Branch,1
CUST-04358,31,8,10,7524.58,Mobile App,2
CUST-04359,42,6,5,19107.99,Mobile App,4
CUST-04360,43,9,5,3774.13,USSD / Mobile Money,2
CUST-04361,38,20,26,44692.28,Mobile App,0
CUST-04362,25,34,4,3194.25,Mobile App,1
CUST-04363,38,0,8,4241.7,USSD / Mobile Money,1
CUST-04364,49,11,33,68338.78,Mobile App,6
CUST-04365,27,0,8,6244.32,Branch,1
CUST-04366,60,9,27,126528.31,USSD / Mobile Money,2
CUST-04367,28,32,6,21899.45,Mobile App,1
CUST-04368,35,6,4,28513.12,USSD / Mobile Money,4
CUST-04369,26,40,2,39878.97,USSD / Mobile Money,4
CUST-04370,37,14,45,32095.21,USSD / Mobile Money,3
CUST-04371,18,40,3,11260.35,Branch,2
CUST-04372,28,21,25,67882.01,USSD / Mobile Money,5
CUST-04373,21,1,4,11576.22,Mobile App,0
CUST-04374,36,3,45,25218.23,Mobile App,1
CUST-04375,46,7,110,74509.13,USSD / Mobile Money,2
CUST-04376,42,2,2,1340.2,Mobile App,4
CUST-04377,18,10,4,60649.73,USSD / Mobile Money,1
CUST-04378,59,9,26,73515.74,USSD / Mobile Money,1
CUST-04379,38,46,20,58886.18,USSD / Mobile Money,1
CUST-04380,25,8,26,59150.26,Mobile App,2
CUST-04381,36,23,6,10141.92,USSD / Mobile Money,1
CUST-04382,37,42,88,50904.83,Mobile App,0
CUST-04383,26,31,13,7781.18,USSD / Mobile Money,2
CUST-04384,37,3,3,113031.45,USSD / Mobile Money,0
CUST-04385,27,10,9,8414.62,USSD / Mobile Money,2
CUST-04386,30,6,3,14991.67,Mobile App,1
CUST-04387,26,7,59,41361.68,USSD / Mobile Money,2
CUST-04388,18,6,6,4085.04,USSD / Mobile Money,2
CUST-04389,36,26,19,10091.69,Mobile App,2
CUST-04390,42,9,7,11671.27,Branch,4
CUST-04391,41,11,6,7102.56,USSD / Mobile Money,3
CUST-04392,44,60,1,7585.78,USSD / Mobile Money,1
CUST-04393,38,0,22,51059.59,Mobile App,2
CUST-04394,28,10,44,33355.03,ATM,1
CUST-04395,45,22,4,27280.38,USSD / Mobile Money,0
CUST-04396,18,2,2,16803.59,USSD / Mobile Money,1
CUST-04397,24,14,27,18541.7,USSD / Mobile Money,2
CUST-04398,23,4,2,2803.16,Mobile App,1
CUST-04399,47,30,41,32553.1,Mobile App,1
CUST-04400,46,5,4,11189.7,Mobile App,3
CUST-04401,40,5,4,33975.8,Mobile App,1
CUST-04402,47,13,15,13961.71,USSD / Mobile Money,1
CUST-04403,24,3,4,7187.4,Mobile App,1
CUST-04404,39,5,6,8743.08,USSD / Mobile Money,2
CUST-04405,33,8,17,10542.46,USSD / Mobile Money,2
CUST-04406,45,6,1,71495.01,Mobile App,3
CUST-04407,33,11,62,75776.7,Mobile App,0
CUST-04408,30,13,12,7313.51,USSD / Mobile Money,3
CUST-04409,41,12,3,28562.99,Mobile App,1
CUST-04410,45,15,4,2509.02,Mobile App,0
CUST-04411,26,5,32,51522.94,USSD / Mobile Money,2
CUST-04412,34,2,22,13851.14,USSD / Mobile Money,0
CUST-04413,22,21,48,37902.87,USSD / Mobile Money,2
CUST-04414,18,28,6,3448.42,USSD / Mobile Money,1
CUST-04415,37,4,16,9342.04,USSD / Mobile Money,2
CUST-04416,42,7,18,25367.52,Mobile App,0
CUST-04417,38,10,24,14831.71,ATM,2
CUST-04418,18,11,37,20798.6,USSD / Mobile Money,1
CUST-04419,30,16,5,68261.68,USSD / Mobile Money,1
CUST-04420,18,0,10,228337.38,USSD / Mobile Money,1
CUST-04421,51,19,6,36041.54,USSD / Mobile Money,1
CUST-04422,21,0,11,7075.27,ATM,0
CUST-04423,50,9,24,126151.18,Mobile App,2
CUST-04424,46,26,2,1778.88,Mobile App,1
CUST-04425,24,9,36,23132.06,Mobile App,0
CUST-04426,21,2,3,10297.01,Mobile App,1
CUST-04427,39,63,8,149227.5,USSD / Mobile Money,3
CUST-04428,24,33,42,52856.24,Mobile App,2
CUST-04429,36,22,16,12041.47,Branch,3
CUST-04430,29,7,17,10463.66,USSD / Mobile Money,2
CUST-04431,18,3,3,37935.14,Mobile App,2
CUST-04432,18,42,4,5640.81,Mobile App,3
CUST-04433,37,11,31,26716.15,Mobile App,0
CUST-04434,28,28,6,4038.3,Branch,3
CUST-04435,28,6,7,22532.19,USSD / Mobile Money,2
CUST-04436,43,6,31,32365.79,Mobile App,1
CUST-04437,49,63,4,3258.37,Mobile App,0
CUST-04438,31,11,15,45579.63,Mobile App,0
CUST-04439,30,2,12,24622.37,Mobile App,1
CUST-04440,41,3,12,30588.56,USSD / Mobile Money,1
CUST-04441,18,9,7,8091.59,USSD / Mobile Money,2
CUST-04442,37,0,6,13598.15,USSD / Mobile Money,0
CUST-04443,41,9,4,10911.24,Branch,1
CUST-04444,43,8,19,15988.23,Mobile App,0
CUST-04445,18,22,6,13464.62,USSD / Mobile Money,3
CUST-04446,25,6,32,69351.88,USSD / Mobile Money,5
CUST-04447,24,60,9,45136.66,Mobile App,1
CUST-04448,36,2,4,3376.38,Mobile App,0
CUST-04449,40,13,9,40028.94,USSD / Mobile Money,2
CUST-04450,52,1,8,52373.87,Mobile App,0
CUST-04451,29,19,33,22959.02,USSD / Mobile Money,5
CUST-04452,29,78,8,21372.97,USSD / Mobile Money,0
CUST-04453,48,25,9,21500.58,Mobile App,3
CUST-04454,38,12,49,26764.37,Mobile App,4
CUST-04455,50,9,20,14569.07,Mobile App,1
CUST-04456,38,27,64,56989.61,USSD / Mobile Money,1
CUST-04457,21,41,42,24851.69,Mobile App,3
CUST-04458,19,67,5,37505.11,Branch,2
CUST-04459,18,7,32,73380.43,USSD / Mobile Money,2
CUST-04460,42,70,55,72549.08,Mobile App,0
CUST-04461,49,2,56,185898.37,USSD / Mobile Money,0
CUST-04462,57,4,32,23072.02,USSD / Mobile Money,0
CUST-04463,45,1,32,26570.28,Mobile App,2
CUST-04464,48,4,9,17608.22,USSD / Mobile Money,1
CUST-04465,28,21,5,9901.24,USSD / Mobile Money,1
CUST-04466,21,28,8,22274.62,Mobile App,2
CUST-04467,45,22,2,1622.16,Mobile App,2
CUST-04468,40,14,46,34018.8,Mobile App,1
CUST-04469,36,10,9,5526.43,Mobile App,3
CUST-04470,39,18,44,23912.31,Mobile App,1
CUST-04471,38,7,3,25826.82,USSD / Mobile Money,4
CUST-04472,50,27,35,23510.88,Mobile App,1
CUST-04473,50,16,7,26573.08,Mobile App,2
CUST-04474,41,17,3,7318.72,Mobile App,0
CUST-04475,45,11,61,73100.0,USSD / Mobile Money,1
CUST-04476,41,32,36,23661.13,Mobile App,1
CUST-04477,29,4,15,7931.65,Mobile App,0
CUST-04478,44,7,12,17362.67,USSD / Mobile Money,0
CUST-04479,18,22,18,9313.16,USSD / Mobile Money,1
CUST-04480,47,10,14,7916.83,USSD / Mobile Money,3
CUST-04481,20,33,5,4655.07,Mobile App,0
CUST-04482,38,6,8,5787.25,Mobile App,1
CUST-04483,24,6,86,46577.52,Mobile App,0
CUST-04484,41,32,150,76697.48,USSD / Mobile Money,3
CUST-04485,34,9,58,29983.45,Mobile App,2
CUST-04486,18,10,19,91359.01,Mobile App,1
CUST-04487,40,6,8,6930.07,USSD / Mobile Money,2
CUST-04488,28,4,5,2785.39,Mobile App,3
CUST-04489,45,16,5,7215.56,USSD / Mobile Money,1
CUST-04490,35,1,7,4999.52,Mobile App,0
CUST-04491,39,31,104,54148.55,ATM,2
CUST-04492,23,22,74,60517.82,ATM,2
CUST-04493,27,3,25,16637.15,USSD / Mobile Money,2
CUST-04494,29,17,4,3438.14,ATM,0
CUST-04495,45,13,29,30325.54,Mobile App,7
CUST-04496,55,3,9,49974.69,USSD / Mobile Money,2
CUST-04497,25,4,1,18629.73,Mobile App,1
CUST-04498,47,7,16,8204.32,USSD / Mobile Money,1
CUST-04499,18,18,5,4021.6,Mobile App,1
CUST-04500,20,15,5,11200.82,Mobile App,4
CUST-04501,23,11,9,10116.99,ATM,2
CUST-04502,18,21,7,8459.63,Mobile App,1
CUST-04503,18,21,11,7355.42,USSD / Mobile Money,3
CUST-04504,39,14,11,6484.0,USSD / Mobile Money,2
CUST-04505,32,23,1,165165.69,Mobile App,5
CUST-04506,39,6,55,35939.4,USSD / Mobile Money,0
CUST-04507,43,31,4,23230.26,Mobile App,2
CUST-04508,38,14,4,10179.42,Branch,2
CUST-04509,42,25,8,12686.48,ATM,1
CUST-04510,34,11,10,12382.33,USSD / Mobile Money,2
CUST-04511,20,3,52,27509.19,USSD / Mobile Money,1
CUST-04512,47,11,15,8335.7,Mobile App,0
CUST-04513,27,6,21,24962.84,Mobile App,2
CUST-04514,23,17,16,18740.36,Mobile App,3
CUST-04515,32,9,15,40604.4,USSD / Mobile Money,1
CUST-04516,24,27,16,32417.16,Mobile App,0
CUST-04517,29,17,1,2909.64,USSD / Mobile Money,1
CUST-04518,39,17,9,48806.51,USSD / Mobile Money,2
CUST-04519,39,3,38,44528.25,Mobile App,4
CUST-04520,24,62,150,97839.86,Mobile App,1
CUST-04521,29,27,3,238067.81,Mobile App,2
CUST-04522,47,23,18,182848.26,USSD / Mobile Money,1
CUST-04523,40,6,6,25808.09,Mobile App,2
CUST-04524,59,11,94,65916.61,Mobile App,1
CUST-04525,49,2,3,42547.4,USSD / Mobile Money,1
CUST-04526,48,11,22,14374.73,Mobile App,2
CUST-04527,18,2,2,4446.99,Mobile App,1
CUST-04528,44,12,8,26250.77,USSD / Mobile Money,0
CUST-04529,34,15,11,7742.36,USSD / Mobile Money,1
CUST-04530,28,7,35,37215.38,USSD / Mobile Money,0
CUST-04531,37,10,4,12252.21,Mobile App,1
CUST-04532,46,31,23,13743.33,Mobile App,2
CUST-04533,41,1,12,14423.66,USSD / Mobile Money,2
CUST-04534,24,23,16,65389.83,Mobile App,1
CUST-04535,43,2,31,24668.74,Branch,0
CUST-04536,27,0,3,10726.37,Mobile App,0
CUST-04537,37,3,27,26772.88,Mobile App,3
CUST-04538,31,21,6,19135.59,Mobile App,2
CUST-04539,32,7,36,22933.18,Branch,2
CUST-04540,44,30,17,22203.29,USSD / Mobile Money,2
CUST-04541,22,11,9,6179.74,Mobile App,1
CUST-04542,58,0,6,5444.01,USSD / Mobile Money,2
CUST-04543,18,18,27,16460.98,Mobile App,2
CUST-04544,27,1,42,37393.56,USSD / Mobile Money,2
CUST-04545,39,23,7,13804.64,Mobile App,2
CUST-04546,42,2,3,8124.04,Mobile App,3
CUST-04547,33,6,24,34837.4,Mobile App,1
CUST-04548,34,21,2,15303.98,Mobile App,3
CUST-04549,39,46,3,6745.02,Mobile App,1
CUST-04550,32,6,4,3714.97,Mobile App,1
CUST-04551,51,26,8,6369.51,Mobile App,1
CUST-04552,45,3,3,2397.65,Branch,3
CUST-04553,45,24,1,10505.14,USSD / Mobile Money,0
CUST-04554,23,16,3,3723.4,ATM,2
CUST-04555,34,3,23,15354.57,Mobile App,1
CUST-04556,31,5,3,8191.64,Mobile App,2
CUST-04557,22,2,8,42792.91,USSD / Mobile Money,1
CUST-04558,39,7,85,75136.48,USSD / Mobile Money,3
CUST-04559,28,3,11,12964.68,USSD / Mobile Money,0
CUST-04560,42,15,17,62581.92,USSD / Mobile Money,1
CUST-04561,22,78,4,2396.02,USSD / Mobile Money,2
CUST-04562,55,0,106,188378.63,USSD / Mobile Money,0
CUST-04563,24,11,7,26396.73,USSD / Mobile Money,2
CUST-04564,37,12,9,13954.11,ATM,1
CUST-04565,44,36,45,24628.05,Branch,3
CUST-04566,28,10,10,9200.25,Mobile App,4
CUST-04567,45,11,12,26211.89,Mobile App,2
CUST-04568,20,9,9,25412.85,Mobile App,0
CUST-04569,52,4,9,26583.59,Mobile App,2
CUST-04570,35,0,17,11216.92,Mobile App,4
CUST-04571,27,7,21,12508.67,Mobile App,2
CUST-04572,31,0,6,13859.63,Mobile App,1
CUST-04573,44,11,5,28213.74,USSD / Mobile Money,1
CUST-04574,27,5,6,11141.89,Mobile App,1
CUST-04575,26,11,3,76274.06,USSD / Mobile Money,2
CUST-04576,32,2,2,9516.04,Mobile App,0
CUST-04577,20,40,16,16094.48,USSD / Mobile Money,0
CUST-04578,56,33,31,37655.48,USSD / Mobile Money,1
CUST-04579,28,3,29,64955.41,Mobile App,1
CUST-04580,44,6,1,1570.75,Branch,6
CUST-04581,37,14,9,6014.71,Mobile App,2
CUST-04582,23,1,4,7064.99,USSD / Mobile Money,0
CUST-04583,34,6,14,932799.23,USSD / Mobile Money,2
CUST-04584,44,4,8,9474.18,Mobile App,1
CUST-04585,32,37,22,17750.19,Mobile App,2
CUST-04586,49,28,11,25986.63,Mobile App,2
CUST-04587,47,13,1,35580.24,Branch,3
CUST-04588,46,11,4,12453.35,USSD / Mobile Money,1
CUST-04589,29,40,12,52468.1,Mobile App,0
CUST-04590,22,40,13,7851.6,USSD / Mobile Money,2
CUST-04591,27,52,2,3567.96,Mobile App,2
CUST-04592,37,2,2,47338.59,Mobile App,5
CUST-04593,41,2,12,14237.19,Branch,2
CUST-04594,18,16,2,2219.66,USSD / Mobile Money,3
CUST-04595,34,11,2,2114.54,Mobile App,2
CUST-04596,36,0,7,5900.88,Branch,1
CUST-04597,31,0,7,11628.96,Mobile App,1
CUST-04598,50,32,5,18835.07,Mobile App,1
CUST-04599,40,30,6,7946.37,Mobile App,3
CUST-04600,50,6,12,20436.27,USSD / Mobile Money,1
CUST-04601,32,33,5,6706.56,USSD / Mobile Money,0
CUST-04602,46,13,13,57311.62,Mobile App,1
CUST-04603,54,24,8,376413.52,USSD / Mobile Money,3
CUST-04604,50,8,14,11496.62,USSD / Mobile Money,1
CUST-04605,21,1,29,31145.57,USSD / Mobile Money,4
CUST-04606,31,8,28,28729.63,Branch,0
CUST-04607,30,9,44,31977.05,Mobile App,2
CUST-04608,40,12,28,35587.64,Mobile App,2
CUST-04609,43,1,15,24117.83,USSD / Mobile Money,2
CUST-04610,24,71,7,7497.48,Mobile App,3
CUST-04611,35,4,8,62385.26,Mobile App,5
CUST-04612,18,3,5,13465.39,Mobile App,2
CUST-04613,52,11,12,10549.62,USSD / Mobile Money,1
CUST-04614,28,11,24,328413.06,Mobile App,2
CUST-04615,35,8,5,9306.82,Mobile App,1
CUST-04616,31,22,11,17377.67,Mobile App,2
CUST-04617,48,10,6,13542.4,USSD / Mobile Money,3
CUST-04618,18,14,15,14168.55,USSD / Mobile Money,0
CUST-04619,34,19,7,19382.88,Mobile App,2
CUST-04620,33,0,5,4781.3,USSD / Mobile Money,1
CUST-04621,29,12,6,22827.3,USSD / Mobile Money,2
CUST-04622,55,32,20,10579.68,USSD / Mobile Money,0
CUST-04623,24,0,11,6656.2,Mobile App,1
CUST-04624,44,7,7,128815.12,USSD / Mobile Money,1
CUST-04625,39,39,15,8731.18,Branch,1
CUST-04626,50,6,8,4428.4,Mobile App,0
CUST-04627,26,9,37,19777.78,Mobile App,3
CUST-04628,26,59,4,112203.72,Mobile App,1
CUST-04629,48,3,10,5551.26,USSD / Mobile Money,2
CUST-04630,40,1,2,2931.94,USSD / Mobile Money,0
CUST-04631,18,29,8,4909.33,Mobile App,2
CUST-04632,28,30,2,6371.2,Mobile App,0
CUST-04633,39,9,25,16713.16,Branch,2
CUST-04634,45,10,26,16939.72,USSD / Mobile Money,2
CUST-04635,26,27,26,144163.6,Branch,0
CUST-04636,18,20,12,7341.29,USSD / Mobile Money,1
CUST-04637,41,4,5,9451.54,Mobile App,0
CUST-04638,20,0,5,15965.71,Mobile App,0
CUST-04639,18,9,56,29862.52,USSD / Mobile Money,0
CUST-04640,18,29,51,42312.62,Mobile App,2
CUST-04641,44,33,13,10948.33,Mobile App,3
CUST-04642,36,46,7,17706.62,Mobile App,2
CUST-04643,32,31,47,30391.2,Branch,1
CUST-04644,51,13,6,3373.98,Mobile App,1
CUST-04645,42,8,15,64977.46,Mobile App,1
CUST-04646,54,22,47,204397.79,USSD / Mobile Money,2
CUST-04647,18,20,5,8715.92,Branch,0
CUST-04648,34,11,27,15607.11,Branch,1
CUST-04649,18,1,20,87576.44,USSD / Mobile Money,1
CUST-04650,32,39,11,143578.05,Mobile App,1
CUST-04651,32,9,4,8290.57,Mobile App,2
CUST-04652,42,6,5,8337.04,Branch,0
CUST-04653,35,14,16,15187.75,USSD / Mobile Money,2
CUST-04654,42,16,2,1657.32,USSD / Mobile Money,5
CUST-04655,43,3,13,11735.99,Mobile App,1
CUST-04656,60,27,20,116129.24,Mobile App,1
CUST-04657,31,5,32,22291.58,USSD / Mobile Money,3
CUST-04658,23,3,3,3202.66,USSD / Mobile Money,1
CUST-04659,37,7,45,39569.16,ATM,0
CUST-04660,25,19,66,35978.58,USSD / Mobile Money,2
CUST-04661,52,50,18,16334.33,USSD / Mobile Money,3
CUST-04662,31,24,4,3208.01,USSD / Mobile Money,0
CUST-04663,28,42,8,5711.39,USSD / Mobile Money,1
CUST-04664,29,2,11,30001.48,Mobile App,1
CUST-04665,43,1,15,17141.19,ATM,1
CUST-04666,33,12,12,8529.85,USSD / Mobile Money,3
CUST-04667,27,5,16,17694.39,ATM,3
CUST-04668,54,26,11,8759.34,USSD / Mobile Money,2
CUST-04669,24,16,15,10000.78,Mobile App,0
CUST-04670,35,52,7,49946.28,Mobile App,3
CUST-04671,42,4,8,30221.01,Mobile App,2
CUST-04672,18,9,6,10848.6,Mobile App,2
CUST-04673,40,10,82,51061.85,Mobile App,1
CUST-04674,22,4,52,34001.65,USSD / Mobile Money,2
CUST-04675,44,13,21,27323.2,Mobile App,0
CUST-04676,23,8,45,24942.43,Mobile App,2
CUST-04677,43,8,27,43047.58,ATM,2
CUST-04678,48,6,14,20771.39,Mobile App,0
CUST-04679,45,0,2,6461.15,Branch,0
CUST-04680,38,11,9,8398.44,Mobile App,2
CUST-04681,32,6,8,32615.29,USSD / Mobile Money,1
CUST-04682,28,0,3,7965.73,Mobile App,2
CUST-04683,52,5,2,3840.29,USSD / Mobile Money,2
CUST-04684,26,4,19,14051.2,USSD / Mobile Money,4
CUST-04685,22,7,16,33688.71,Branch,3
CUST-04686,42,2,3,2223.55,Mobile App,0
CUST-04687,25,10,5,7254.69,Mobile App,0
CUST-04688,23,17,38,59371.28,Branch,4
CUST-04689,18,14,5,8796.03,Mobile App,2
CUST-04690,29,24,14,19200.41,Mobile App,5
CUST-04691,34,9,10,46363.47,USSD / Mobile Money,0
CUST-04692,37,10,20,40899.48,Mobile App,1
CUST-04693,46,24,5,6687.72,Mobile App,2
CUST-04694,41,8,13,13163.56,Mobile App,2
CUST-04695,32,18,14,38481.2,Mobile App,3
CUST-04696,32,8,15,40663.47,USSD / Mobile Money,2
CUST-04697,41,8,13,13600.53,Mobile App,1
CUST-04698,50,21,17,15977.71,USSD / Mobile Money,0
CUST-04699,36,2,109,66606.84,Branch,2
CUST-04700,29,6,150,137966.05,Mobile App,3
CUST-04701,23,3,6,43189.02,USSD / Mobile Money,3
CUST-04702,18,6,1,23427.22,Branch,0
CUST-04703,42,3,22,12606.79,USSD / Mobile Money,1
CUST-04704,41,12,14,12365.53,ATM,1
CUST-04705,41,24,35,23305.55,Mobile App,1
CUST-04706,33,23,16,76031.6,USSD / Mobile Money,2
CUST-04707,51,6,12,11662.97,USSD / Mobile Money,2
CUST-04708,29,67,37,71612.32,Mobile App,1
CUST-04709,46,13,43,24942.5,USSD / Mobile Money,2
CUST-04710,34,7,3,5380.32,USSD / Mobile Money,1
CUST-04711,27,27,5,19183.59,Mobile App,2
CUST-04712,42,19,10,90154.29,Mobile App,2
CUST-04713,39,20,13,12397.8,USSD / Mobile Money,1
CUST-04714,39,3,9,4673.44,USSD / Mobile Money,5
CUST-04715,35,9,18,9775.67,USSD / Mobile Money,3
CUST-04716,34,29,32,28669.37,USSD / Mobile Money,1
CUST-04717,63,10,68,34886.97,Mobile App,0
CUST-04718,49,17,21,12712.01,Mobile App,1
CUST-04719,43,13,5,10754.49,Branch,3
CUST-04720,36,27,10,5205.6,Branch,0
CUST-04721,47,5,11,10084.39,USSD / Mobile Money,5
CUST-04722,41,12,20,11412.03,ATM,0
CUST-04723,35,1,17,9355.11,Branch,1
CUST-04724,31,17,94,49432.62,Mobile App,2
CUST-04725,34,19,7,5129.76,Mobile App,0
CUST-04726,18,0,17,24886.62,Mobile App,2
CUST-04727,37,16,128,112766.08,USSD / Mobile Money,4
CUST-04728,29,8,6,7690.81,USSD / Mobile Money,2
CUST-04729,54,1,14,10313.67,Mobile App,4
CUST-04730,35,8,4,6353.31,Branch,0
